Age,Photos,# of Tags,Albums,Gender ,Emp,Profile,Cover,Orientation,Relationship,Posts,Replies,Children,Likes,Edu,Events,Friends
20,630,316,15,0,1,1,0,1,0,6,87,0,72,0,4,822
23,6389,10460,159,0,1,1,1,1,0,38,129,0,26,0,23,1325
21,549,170,14,1,1,1,1,1,1,3,17,0,9,0,8,731
20,757,588,17,0,1,1,1,1,1,21,11,0,102,0,10,1407
21,1050,829,38,1,0,1,1,1,1,11,14,0,122,0,2,783
20,242,809,33,0,0,1,1,1,0,23,42,0,218,0,6,1277
18,1905,697,46,0,0,1,0,1,0,33,28,0,255,1,2,1519
21,733,168,19,1,1,1,1,1,1,9,14,0,40,0,1,643
21,1382,533,33,0,1,1,0,1,1,13,22,0,172,0,58,303
21,339,446,15,1,0,1,0,1,0,27,44,0,149,0,1,1362
22,30,87,18,1,0,1,0,1,0,4,12,0,255,0,18,427
20,179,209,19,1,0,1,1,1,0,8,19,0,126,0,3,467
19,78,98,8,1,1,1,0,1,0,19,32,0,44,1,1,297
18,99,149,8,0,1,1,0,1,0,4,18,0,0,1,1,619
20,126,124,11,1,0,1,1,1,0,19,22,0,80,0,16,592
21,181,370,11,1,0,1,0,1,0,2,6,0,50,0,1,627
19,99,50,9,0,1,1,0,1,0,6,19,0,1658,1,5,1026
21,2845,1970,67,0,1,1,1,1,1,28,36,0,137,1,6,1388
19,279,426,17,1,1,1,0,1,1,20,19,0,19,0,3,1192
20,47,279,15,1,1,1,0,1,1,4,9,0,172,0,1,518
22,2338,995,44,1,1,1,0,1,1,17,12,0,224,0,53,645
22,62,713,4,1,1,1,0,1,1,25,3,0,23,1,5,744
18,680,245,11,0,1,1,0,1,0,36,12,0,221,1,0,1328
22,56,289,7,1,1,1,0,1,0,8,4,0,322,0,396,249
51,5,207,6,1,1,1,0,1,1,38,1,3,99,0,105,2214
37,68,54,11,0,1,1,0,1,1,4,2,2,46,1,11,159
22,5499,1922,98,0,1,1,0,1,1,8,3,0,4,0,232,1399
22,1254,101,5,1,1,1,0,1,1,25,15,0,25,1,25,856
25,505,52,9,0,0,1,0,1,1,5,4,0,45,0,45,492
26,254,42,7,1,0,1,1,1,0,10,8,1,151,0,78,105
18,1058,438,12,0,1,0,0,1,0,6,4,0,105,1,102,458
26,185,107,8,1,1,1,0,1,1,7,3,3,50,0,56,205
48,25,202,15,0,0,1,0,1,0,9,4,5,24,0,35,45
50,30,50,8,1,1,1,0,1,1,7,4,3,31,0,29,155
19,159,229,11,0,1,1,1,1,1,12,5,0,75,1,16,581
26,105,143,5,1,1,0,0,1,0,2,1,0,39,0,16,139
24,334,62,13,1,1,1,0,1,1,34,25,0,546,0,250,1061
20,166,50,11,1,0,0,0,1,0,10,1,0,124,1,26,65
22,492,376,13,0,1,1,1,1,0,25,24,0,282,1,243,651
29,257,53,15,0,1,0,1,1,0,12,1,2,51,0,157,269
35,385,250,19,1,1,1,0,1,1,25,9,4,28,0,5,547
32,276,200,11,1,1,1,0,1,1,1,10,0,8,0,27,2056
20,81,37,7,1,1,1,1,1,1,18,23,0,621,0,10,1124
21,365,286,19,1,0,1,1,1,0,2,5,0,1071,1,2,347
20,86,26,14,1,0,1,1,1,1,17,27,0,526,0,3,450
29,927,448,28,1,1,1,0,1,0,32,35,0,127,0,0,278
32,1126,877,85,0,1,0,1,1,0,5,12,0,179,1,1,493
19,871,310,31,0,1,1,1,1,1,40,70,0,587,0,15,4897
27,327,303,18,1,1,1,1,1,0,27,50,0,1232,0,0,147
21,228,204,21,1,0,1,0,1,1,31,63,0,232,0,0,525
22,1831,1222,60,0,1,1,1,1,1,21,32,0,657,0,14,327
23,1724,76,67,0,1,1,0,1,0,9,20,0,458,0,2,349
21,49,161,11,1,0,0,1,1,1,10,7,0,111,1,2,434
25,11001,587,128,0,1,1,1,1,1,21,30,0,115,0,3,278
20,5,2,3,1,0,1,0,1,0,4,19,0,383,0,9,32
21,214,256,16,0,1,1,1,1,0,6,31,0,73,0,22,271
21,40,291,9,1,0,1,0,1,0,15,27,0,27,0,0,3592
21,95,122,9,1,1,0,1,1,0,14,46,0,51,0,1,346
35,2682,2153,62,0,1,1,1,1,1,22,15,0,124,0,3,764
20,204,127,9,1,1,0,1,1,0,3,22,0,995,0,0,215
24,506,650,23,1,1,1,0,1,1,25,50,0,144,0,0,528
22,247,126,17,1,0,1,1,1,0,29,42,0,721,0,5,359
18,2810,1250,24,0,0,1,1,1,1,16,40,0,331,0,6,1998
22,1011,4499,92,1,1,1,1,1,1,10,15,0,692,0,2,800
18,959,207,10,0,0,1,1,1,1,14,32,0,699,0,3,1295
29,156,174,10,1,1,1,1,1,1,3,5,0,14,0,3,659
21,1235,191,8,0,1,1,1,1,1,12,19,0,0,1,7,860
20,307,609,24,1,1,1,1,1,0,6,15,0,45,1,3,1018
20,383,53,8,1,0,1,0,1,0,5,12,0,28,0,6,855
22,847,688,23,1,0,1,1,1,1,18,27,0,247,0,13,1140
17,279,307,43,1,1,1,1,1,0,4,4,0,250,1,8,1357
25,64,259,15,0,1,1,0,1,1,7,16,0,22,1,5,384
21,126,16,3,1,1,1,0,1,0,8,22,0,39,1,4,994
19,430,35,5,1,0,1,1,1,1,10,23,0,140,0,5,1678
23,576,1333,27,1,1,1,1,1,1,11,17,0,64,0,1,525
20,420,1734,26,0,1,1,0,1,1,13,33,0,160,1,19,1075
21,1251,673,29,0,1,1,1,1,0,9,25,0,66,1,21,1268
22,0,794,20,0,1,1,1,1,1,4,7,0,0,1,16,1761
24,1984,3975,68,0,1,1,1,1,0,10,14,0,364,1,9,799
35,368,116,9,1,1,1,1,1,0,6,17,0,18,0,11,357
19,505,700,14,0,1,1,1,1,0,17,36,0,103,1,7,2215
25,265,89,8,1,1,1,1,1,1,12,28,0,1,0,3,555
19,1798,123,8,0,0,1,1,0,1,15,31,0,842,0,5,1565
21,636,123,21,0,1,1,1,1,1,6,9,0,87,0,12,619
21,152,52,7,1,1,1,1,1,0,25,38,0,62,0,16,1405
22,1285,652,43,1,1,1,1,1,0,36,15,0,272,0,7,938
19,207,41,9,0,1,1,0,1,1,22,15,0,27,0,6,1604
20,1008,369,22,0,1,1,0,1,0,36,29,0,267,0,12,2530
22,594,201,14,0,0,1,1,1,0,20,36,0,203,0,4,1604
22,535,1205,17,0,0,1,0,1,1,19,25,0,176,0,18,4974
27,725,172,10,1,1,1,0,1,0,34,45,0,42,1,3,660
23,187,102,12,0,0,1,0,1,1,18,26,0,72,0,9,1416
22,1688,997,14,0,0,1,0,1,0,25,39,0,120,0,7,997
22,487,111,5,1,1,1,0,1,0,12,8,0,46,0,2,996
20,258,126,14,1,1,1,0,1,0,35,46,0,128,1,12,738
21,1718,789,30,0,0,1,1,1,1,45,52,0,47,0,14,1285
21,6363,1757,137,0,1,1,1,1,0,55,68,0,96,0,6,2511
20,2916,1270,42,0,0,1,0,1,0,20,13,0,25,0,5,1270
22,157,28,10,1,1,1,0,1,0,23,24,0,184,1,14,590
23,2279,1269,48,0,0,1,1,1,0,37,25,0,133,0,12,609
22,454,411,12,1,1,1,0,1,0,12,5,0,28,0,4,2042
24,683,224,17,0,0,1,1,1,0,28,36,0,23,0,23,1979
25,93,24,6,1,1,1,0,1,0,15,5,0,272,1,4,682
24,412,262,12,0,1,1,1,1,1,29,27,0,137,0,8,1463
24,380,349,4,1,1,1,1,1,1,4,3,0,4,0,10,487
24,70,0,5,1,1,1,1,1,0,2,5,0,34,0,6,1148
25,69,52,5,1,0,1,1,1,0,0,3,0,12,0,6,164
26,229,56,10,1,1,1,1,1,0,4,4,0,116,0,1,162
23,402,315,7,1,1,1,1,1,1,6,2,0,93,0,55,255
23,70,21,6,1,1,1,0,1,0,0,2,0,215,0,15,320
24,3476,1191,43,1,1,1,0,1,1,20,5,0,106,0,40,559
24,61,41,8,1,0,1,1,1,0,5,3,0,523,0,3,494
22,224,55,6,1,0,1,1,1,1,4,0,0,1834,0,13,723
24,640,222,6,1,1,1,1,1,1,3,2,0,122,0,5,857
24,9651,1473,10,1,1,1,1,1,1,3,14,0,10,0,25,1142
21,81,49,20,1,1,1,1,1,0,3,2,0,110,0,23,678
25,1318,881,15,1,1,1,1,1,0,2,10,0,4,0,32,626
22,49,30,6,1,1,1,1,1,1,6,4,0,42,0,26,393
25,696,536,11,1,1,1,1,1,1,1,4,0,62,0,0,479
26,1276,502,38,1,1,1,1,1,1,5,3,0,128,0,20,316
25,2479,1778,22,1,1,1,1,1,1,5,3,0,211,0,40,1645
22,2001,498,26,1,1,1,1,1,1,10,6,0,60,0,47,373
22,463,302,11,1,1,1,1,1,0,4,2,0,43,0,65,312
23,289,239,2,1,1,1,0,1,0,15,30,0,33,0,0,663
22,503,403,9,0,1,1,1,1,1,20,55,0,30,0,0,690
24,181,167,1,1,1,1,0,1,1,2,3,0,5,1,0,103
22,234,209,1,1,1,1,0,1,1,6,4,0,5,0,0,189
23,256,230,4,1,1,1,0,1,0,4,3,0,7,0,1,232
23,467,430,19,0,1,1,1,1,0,19,30,0,67,1,0,439
25,453,400,11,0,1,1,1,1,1,23,55,1,33,0,2,365
19,563,467,25,0,1,1,0,1,0,30,25,0,89,1,0,402
20,332,245,11,0,1,1,0,1,0,21,22,0,42,1,0,187
23,167,160,2,1,0,1,1,1,0,5,3,0,6,0,0,290
22,189,179,5,0,0,1,1,1,0,11,22,0,34,0,0,187
21,163,160,1,0,0,1,1,1,1,3,5,0,8,0,0,190
21,423,378,14,0,1,1,0,1,0,13,11,0,21,0,0,149
22,475,367,22,0,1,1,0,1,0,15,24,0,14,1,0,100
23,758,578,18,0,1,1,0,1,0,6,8,0,11,1,0,1146
25,235,198,3,1,1,1,0,1,1,2,11,0,17,1,0,183
25,372,301,5,0,1,1,1,1,0,11,7,0,24,0,0,89
26,181,173,1,0,1,1,0,1,0,4,18,0,8,0,0,146
24,342,302,4,1,1,1,0,1,1,11,33,0,30,1,1,203
23,670,560,5,0,1,1,0,1,0,30,39,0,67,0,0,458
25,1254,982,29,0,1,1,1,1,0,33,40,0,98,1,3,986
25,840,572,39,0,1,1,1,1,0,17,11,0,25,0,1,576
17,147,956,13,1,0,1,1,1,0,26,0,0,88,1,19,1225
22,998,1929,32,0,0,1,0,1,0,38,12,0,634,0,1,594
22,1779,338,37,1,1,1,1,1,0,29,23,0,273,0,2,23
44,92,718,7,0,1,1,0,1,1,57,36,5,78,1,1,506
20,651,922,17,0,0,1,0,1,1,27,30,0,74,0,1,357
22,419,139,19,0,1,1,0,1,1,23,16,0,234,0,4,842
22,831,1494,28,0,1,1,1,1,0,53,31,0,124,0,8,2137
23,252,0,9,1,0,1,0,1,0,59,22,0,86,0,3,1161
22,776,591,25,1,1,1,0,1,0,25,3,0,136,0,3,788
22,418,395,14,1,1,1,1,1,0,60,30,0,0,0,1,683
21,268,464,12,0,0,1,1,1,0,28,25,0,57,0,1,1395
24,211,451,21,1,1,1,1,1,0,36,8,0,119,0,14,269
22,1282,1706,21,0,1,1,0,1,0,57,15,0,49,0,5,622
56,438,67,22,1,1,1,0,1,1,26,35,3,237,0,3,341
22,1259,1721,32,0,1,1,0,1,0,17,45,0,294,0,3,775
27,2587,341,67,0,1,1,0,1,0,20,14,0,83,0,0,434
22,479,1277,17,0,0,1,1,1,0,26,42,0,59,0,3,1479
22,2479,1389,68,0,1,1,0,0,0,26,31,0,36,0,5,1103
23,89,192,9,1,1,0,0,1,1,42,27,0,115,0,2,591
24,66,268,8,1,1,1,0,1,1,33,22,0,57,0,18,222
24,518,370,26,1,1,1,0,1,1,17,10,0,23,0,2,302
26,5110,245,70,1,1,1,0,1,0,7,24,0,251,0,5,658
24,1163,350,29,1,1,1,0,1,0,32,45,0,81,0,1,326
25,1520,1041,22,1,1,1,0,0,1,37,52,0,123,0,1,691
21,857,673,27,1,1,1,0,1,0,10,15,0,37,0,3,564
32,56,1,6,0,1,0,1,1,1,70,10,1,53,0,3,93
26,239,56,10,1,1,1,1,1,0,10,13,0,35,0,1,352
21,47,241,5,1,1,1,0,1,0,6,26,0,369,0,4,99
20,160,628,13,1,1,1,1,1,0,19,74,0,82,0,5,796
21,239,284,15,1,1,1,1,1,1,22,28,0,202,0,1,943
24,433,593,15,1,1,1,1,1,1,27,9,0,89,0,15,967
34,196,30,18,1,1,0,0,1,1,4,2,1,10,0,0,275
35,104,224,12,1,1,1,0,1,1,17,12,1,40,0,4,563
29,148,113,7,1,1,1,1,1,0,0,0,0,23,0,4,717
21,222,693,12,1,1,1,0,1,1,25,43,0,95,0,1,594
25,1842,2824,52,0,1,1,1,1,1,51,68,0,59,0,1,366
26,1055,44,26,0,1,1,0,1,1,19,18,0,589,0,1,468
25,5,40,4,1,1,1,0,1,0,27,12,0,143,0,1,115
22,128,150,10,1,1,1,1,1,1,10,26,0,1,0,0,175
23,2508,1712,63,1,1,1,1,1,1,4,9,0,9,0,0,600
26,640,967,14,1,1,1,0,1,0,9,19,0,48,0,3,1109
22,469,609,20,1,0,1,1,1,0,27,3,0,116,0,2,1340
22,2757,1275,35,0,1,1,1,1,0,250,15,0,158,0,7,1176
22,4612,1330,88,0,1,1,0,1,0,161,85,0,75,0,2,1216
48,804,27,45,0,1,1,0,1,0,15,12,0,93,0,15,404
31,1453,543,53,0,1,1,1,1,1,49,16,0,137,0,12,1120
21,1325,825,23,0,0,1,1,1,1,13,3,0,10,0,3,1325
21,791,238,14,1,1,1,0,0,0,129,56,0,659,0,18,2941
15,39,22,7,1,0,1,0,1,0,64,11,0,109,1,3,718
22,181,789,10,1,0,1,1,1,1,6,2,0,29,0,19,923
19,795,1679,18,0,0,1,1,1,0,13,2,0,19,0,1,1128
22,315,761,13,0,1,1,0,1,1,11,5,0,157,0,9,1236
24,3403,1642,75,0,1,1,0,1,0,23,12,0,102,1,7,1326
21,425,747,12,1,0,1,0,0,0,46,33,0,266,0,4,1494
21,130,393,10,1,0,1,1,1,0,8,0,0,143,0,3,1074
32,1104,444,54,0,1,0,1,1,1,23,3,1,37,0,2,643
19,2176,0,51,0,1,1,1,1,0,16,9,0,0,0,4,1038
22,2075,1032,51,0,0,1,1,1,1,15,3,0,292,0,6,679
22,30,89,5,1,0,1,0,1,1,15,3,0,141,0,3,669
29,992,382,23,1,1,1,1,1,1,34,27,0,534,0,18,1893
30,576,303,26,1,1,1,0,1,1,45,14,0,197,0,8,844
33,971,559,33,0,1,1,1,1,1,23,10,1,19,1,2,1075
32,2257,1227,53,0,1,1,1,1,1,40,30,1,8,1,46,1611
30,486,373,21,0,1,1,0,1,0,64,0,0,8,0,12,546
25,757,444,19,1,1,1,0,1,1,0,0,0,8,0,6,1040
25,323,214,26,0,1,1,0,1,0,7,1,0,14,0,7,569
21,38,175,5,1,1,1,0,1,0,4,4,0,107,0,5,1172
25,172,232,7,1,1,1,0,1,0,5,5,0,53,1,1,36
39,129,388,7,1,1,1,0,1,1,4,0,1,145,1,26,1032
29,376,189,16,0,1,1,0,1,1,4,2,1,49,1,17,207
44,52,35,4,0,1,1,0,1,1,4,3,0,30,1,15,463
32,113,356,8,0,1,1,0,1,1,4,2,1,28,1,2,416
25,573,1242,29,0,1,1,1,1,1,4,4,1,48,1,0,647
27,499,541,20,0,1,1,1,1,1,3,3,0,36,1,20,478
24,33,7,1,1,1,1,1,1,0,0,0,0,1,1,0,127
29,909,319,34,0,1,1,1,1,1,4,12,0,69,1,4,553
44,35,52,4,0,1,1,1,1,1,7,6,0,30,1,16,463
25,1635,128,40,1,1,1,1,1,1,2,2,0,342,1,7,1608
35,744,55,16,1,1,1,1,1,0,2,2,0,148,1,11,4999
30,471,185,13,0,1,1,0,1,1,4,3,1,35,1,21,587
33,2539,279,34,0,1,1,1,1,0,4,8,0,35,1,21,440
34,592,709,22,1,1,1,1,0,0,4,12,0,145,1,2,3
31,149,79,8,0,1,1,1,1,1,1,1,2,4,1,1,176
21,1291,524,25,0,1,1,1,1,1,24,40,0,10,0,15,290
20,282,146,18,1,0,1,0,1,0,38,20,0,332,0,10,420
20,6483,1499,82,0,1,1,0,1,0,52,79,0,1973,1,32,1965
20,468,723,9,1,1,1,1,1,1,15,11,0,175,0,4,279
16,17,7,6,1,0,1,0,1,0,1,0,0,36,1,2,198
21,30,80,6,1,1,1,0,1,0,2,1,0,123,0,16,537
20,353,873,14,0,1,1,0,1,0,28,38,0,1462,0,12,822
19,580,310,19,0,0,1,1,0,1,41,11,0,281,0,16,1550
20,144,157,25,0,1,1,1,1,1,6,2,1,188,0,12,206
20,147,156,10,1,0,1,0,1,0,20,26,0,60,0,2,1277
20,414,185,23,0,1,1,0,1,0,16,26,0,618,0,4,865
20,265,499,9,0,1,1,0,1,1,31,19,1,570,0,2,537
20,58,211,6,1,1,1,1,1,0,2,1,0,467,0,5,508
21,188,65,11,1,0,1,1,1,0,3,1,0,91,0,1,316
20,34,431,5,1,1,1,1,1,0,8,1,0,155,0,4,735
21,342,139,15,1,1,1,0,1,0,37,16,0,627,0,10,781
21,1987,510,34,0,1,1,1,1,1,80,100,0,429,0,6,725
21,15,88,3,1,1,1,1,1,0,10,3,1,0,0,3,1067
21,241,515,12,1,1,1,0,1,0,38,5,0,94,0,1,635
21,627,207,15,1,1,1,1,1,0,2,5,0,202,0,11,1231
19,166,448,9,0,1,1,1,1,1,7,1,0,101,0,4,522
21,59,92,4,1,1,1,0,1,0,4,24,0,7,0,0,578
20,163,463,18,1,1,1,0,1,0,3,11,0,73,0,0,548
20,211,178,11,0,0,1,0,1,0,8,24,0,100,0,2,310
27,1406,532,43,0,1,1,0,1,1,0,31,1,112,0,0,422
20,20,4,5,1,0,1,0,1,0,5,26,0,433,0,0,199
51,303,9,9,0,1,1,0,1,1,2,5,0,3,0,0,143
20,484,1295,21,0,0,1,1,1,0,4,17,0,35,0,3,756
30,57,278,5,1,1,1,1,1,1,3,4,1,0,0,0,153
18,1274,490,24,0,1,1,1,1,1,5,18,1,170,0,4,515
20,861,648,18,0,1,1,1,1,1,5,30,0,65,0,3,1153
20,37,134,5,1,1,1,0,1,0,3,2,0,159,0,2,636
20,27,163,5,1,1,1,1,1,1,0,0,0,99,0,0,569
19,538,200,25,1,1,1,0,1,1,6,22,0,1218,0,1,963
19,57,284,8,1,1,1,0,1,0,2,12,0,81,0,0,246
31,861,225,33,0,1,1,1,0,1,4,7,1,10,0,2,220
20,1908,692,28,0,1,1,1,1,1,8,13,0,808,0,0,418
51,98,31,5,0,0,0,1,1,1,2,0,1,9,0,0,137
21,266,548,16,1,1,1,1,1,0,5,24,0,287,0,1,899
19,61,165,9,1,1,1,0,1,1,6,32,0,335,0,3,1126
21,27,173,4,1,1,1,1,1,0,5,14,0,289,0,2,804
20,64,72,9,1,1,0,0,1,0,6,20,0,101,0,2,266
46,125,75,12,0,1,1,1,0,1,12,5,1,83,1,1,508
20,62,38,12,1,1,1,0,0,0,4,6,0,261,1,12,200
27,99,86,8,0,1,1,1,0,1,0,0,0,311,1,18,905
20,616,313,29,1,0,1,1,0,0,7,1,0,17,1,1,1018
23,41,31,9,0,0,1,0,0,1,3,0,0,127,1,3,91
23,44,96,8,1,1,1,0,0,0,4,5,0,131,1,1,340
19,425,191,17,1,0,1,1,0,0,11,13,0,95,1,5,961
20,232,71,19,1,0,1,0,0,0,4,3,0,251,1,4,654
81,2,21,2,1,0,1,0,0,1,0,0,1,6,1,13,57
36,51,17,10,1,1,1,0,0,0,7,2,0,39,1,9,160
22,356,1183,16,0,1,1,0,0,1,1,2,0,42,1,3,629
57,4,13,5,1,1,1,0,0,1,0,0,1,8,1,14,115
24,76,95,13,1,1,1,0,0,0,0,0,0,23,1,15,172
20,425,901,21,1,1,1,0,0,0,7,7,0,233,1,12,2427
20,34,23,3,1,1,0,0,0,0,0,0,0,77,1,10,74
19,11995,1880,123,0,1,1,0,1,0,18,20,0,401,1,2,1021
18,4112,3772,100,0,1,1,1,1,0,8,5,0,345,0,5,2782
25,207,83,5,1,0,1,1,1,0,2,1,0,78,1,0,1124
28,45,893,6,1,1,1,0,1,0,9,9,0,110,0,19,837
26,566,402,29,1,1,1,0,1,1,15,14,0,39,0,6,802
20,531,556,19,0,0,1,0,1,0,67,78,0,80,0,4,894
21,1173,1922,33,0,1,1,1,1,1,45,88,0,63,0,22,1643
24,2376,1560,77,0,1,1,1,1,0,14,55,0,53,0,10,1232
25,74,144,10,1,0,0,0,1,0,10,2,0,62,0,10,302
34,89,100,12,0,1,1,1,1,1,30,0,1,11,0,9,81
16,3002,2001,101,1,0,1,1,1,1,99,23,0,288,1,23,1923
29,200,234,21,1,1,1,1,1,1,89,23,1,89,0,0,678
18,1533,1634,21,0,0,1,1,1,0,18,12,0,98,0,21,1320
26,1985,1301,49,0,1,1,1,1,1,55,19,0,53,0,10,1107
22,538,593,12,1,1,1,1,1,0,120,59,0,97,0,6,1252
22,1414,1414,19,0,1,1,0,1,1,44,20,0,109,0,22,1788
34,578,432,34,1,1,1,1,1,1,22,11,1,23,0,2,255
18,1267,2579,21,1,1,0,1,1,1,19,11,0,444,0,11,999
45,17,2,1,0,1,0,0,1,1,1,0,1,6,1,0,26
25,234,355,56,1,1,1,1,1,0,90,23,0,993,0,8,654
23,678,978,12,0,1,1,0,1,1,64,34,0,234,0,9,3211
22,274,224,10,1,1,1,0,1,0,7,2,0,208,0,6,1157
20,468,961,13,0,0,1,0,1,1,26,7,0,72,0,6,1524
22,110,380,10,1,1,1,0,1,0,4,1,0,84,0,5,487
20,290,110,10,1,1,1,0,1,0,24,11,0,254,0,1,718
22,2372,1207,38,0,1,1,0,1,1,30,4,0,173,1,4,734
19,833,578,15,0,1,1,0,1,1,90,53,0,166,1,6,963
21,109,692,9,1,1,1,0,1,1,23,16,0,43,0,1,498
22,2161,1650,47,0,1,1,1,1,1,57,36,0,17,0,3,421
24,685,724,20,1,1,1,0,1,1,25,22,0,218,0,5,1093
20,861,648,18,0,1,1,1,1,1,67,41,0,65,0,8,1153
34,341,213,12,1,1,0,0,1,1,71,52,0,45,0,7,781
23,234,321,15,0,1,1,0,1,1,65,46,0,212,0,6,678
21,246,444,4,1,1,1,0,1,1,45,31,0,67,0,4,567
26,251,349,14,1,1,1,0,1,0,87,72,0,43,0,7,789
21,321,671,16,1,1,1,0,1,0,54,33,0,77,0,8,876
20,1123,1301,3,0,1,1,1,1,1,71,57,0,82,0,5,674
19,255,122,17,0,1,0,0,1,0,17,13,0,96,1,9,986
18,672,321,20,1,0,1,0,1,1,32,24,0,56,0,3,1134
21,643,546,16,0,1,1,1,1,1,42,29,0,34,0,5,789
22,876,781,10,1,1,1,0,1,1,53,38,0,55,0,7,657
25,921,1199,9,1,1,1,0,1,0,12,9,1,69,1,3,134
23,2828,468,46,1,1,1,0,1,0,5,11,0,100,1,4,549
21,893,803,9,1,1,1,1,1,1,16,12,0,81,1,4,728
23,370,296,7,1,1,1,0,1,1,7,13,0,91,1,3,509
24,1260,431,25,2,1,1,0,1,0,17,30,0,140,1,14,723
21,555,456,9,1,1,1,1,1,0,19,20,0,94,1,10,803
21,402,239,14,1,0,1,1,1,1,11,9,0,92,1,0,352
24,115,40,6,1,1,1,0,1,0,30,43,0,6,1,7,502
25,2298,1339,37,1,1,1,0,1,0,21,15,0,1857,1,11,1374
22,921,556,16,1,1,1,0,1,0,18,21,0,252,1,2,693
21,514,472,13,1,1,1,0,1,0,5,11,0,178,1,2,600
25,717,303,26,1,1,1,0,1,0,9,5,0,101,1,0,470
23,4296,1182,70,1,1,1,0,1,0,13,14,0,785,1,21,1882
25,2199,589,57,1,1,1,0,1,1,6,12,0,39,1,1,761
22,478,410,18,2,1,1,1,1,1,7,13,0,13,1,23,176
32,534,292,11,2,1,1,1,1,1,5,1,0,16,1,0,292
45,357,44,13,2,1,1,1,1,1,3,7,0,4,1,0,158
23,478,245,19,1,1,1,1,1,0,9,11,0,1000,1,18,458
21,514,279,31,2,1,1,1,1,0,17,30,0,234,1,2,127
23,918,560,40,1,1,1,1,1,1,11,21,0,967,1,9,378
22,670,345,13,2,1,1,1,1,1,12,18,0,654,1,5,219
19,311,150,6,2,1,1,1,1,0,13,5,0,586,1,3,498
23,811,293,22,1,1,1,0,1,0,367,578,0,19,0,4,357
25,241,345,6,1,1,1,1,1,0,543,654,0,48,0,5,552
25,111,8,2,0,1,1,1,1,0,21,27,0,21,0,3,698
25,499,4,0,0,1,1,1,1,1,16,19,0,49,0,11,1689
22,232,101,4,1,0,1,0,1,0,698,552,0,223,0,4,327
22,327,329,29,1,1,1,0,1,1,543,399,0,520,0,6,706
24,219,0,8,1,1,1,1,1,0,2,7,1,66,1,1,500
19,465,0,22,0,1,1,0,1,1,3,6,0,990,1,3,585
